municipio,latitude,longitude,mes,acidentes_previstos
"Município (-0.05, -51.17)",-0.045434,-51.1729,Jan,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Fev,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Mar,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Abr,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Mai,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Jun,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Jul,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Ago,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Set,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Out,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Nov,200
"Município (-0.05, -51.17)",-0.045434,-51.1729,Dez,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Jan,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Fev,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Mar,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Abr,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Mai,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Jun,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Jul,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Ago,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Set,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Out,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Nov,200
"Município (-0.11, -51.29)",-0.11336,-51.2891,Dez,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Jan,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Fev,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Mar,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Abr,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Mai,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Jun,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Jul,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Ago,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Set,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Out,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Nov,200
"Município (-0.12, -67.08)",-0.11909,-67.084,Dez,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Jan,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Fev,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Mar,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Abr,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Mai,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Jun,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Jul,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Ago,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Set,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Out,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Nov,200
"Município (-0.15, -50.39)",-0.154874,-50.3861,Dez,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Jan,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Fev,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Mar,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Abr,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Mai,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Jun,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Jul,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Ago,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Set,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Out,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Nov,200
"Município (-0.16, -49.99)",-0.164154,-49.987,Dez,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Jan,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Fev,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Mar,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Abr,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Mai,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Jun,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Jul,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Ago,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Set,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Out,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Nov,200
"Município (-0.41, -65.01)",-0.410824,-65.0092,Dez,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Jan,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Fev,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Mar,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Abr,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Mai,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Jun,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Jul,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Ago,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Set,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Out,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Nov,200
"Município (-0.63, -47.35)",-0.630815,-47.3465,Dez,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Jan,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Fev,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Mar,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Abr,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Mai,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Jun,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Jul,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Ago,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Set,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Out,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Nov,200
"Município (-0.66, -49.18)",-0.661019,-49.1771,Dez,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Jan,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Fev,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Mar,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Abr,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Mai,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Jun,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Jul,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Ago,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Set,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Out,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Nov,200
"Município (-0.71, -47.7)",-0.714702,-47.7034,Dez,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Jan,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Fev,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Mar,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Abr,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Mai,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Jun,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Jul,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Ago,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Set,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Out,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Nov,200
"Município (-0.73, -48.5)",-0.73032,-48.5015,Dez,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Jan,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Fev,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Mar,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Abr,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Mai,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Jun,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Jul,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Ago,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Set,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Out,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Nov,200
"Município (-0.73, -47.85)",-0.733214,-47.8515,Dez,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Jan,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Fev,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Mar,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Abr,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Mai,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Jun,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Jul,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Ago,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Set,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Out,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Nov,200
"Município (-0.75, -48.02)",-0.747293,-48.0246,Dez,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Jan,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Fev,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Mar,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Abr,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Mai,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Jun,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Jul,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Ago,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Set,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Out,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Nov,200
"Município (-0.76, -48.51)",-0.758444,-48.5139,Dez,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Jan,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Fev,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Mar,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Abr,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Mai,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Jun,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Jul,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Ago,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Set,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Out,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Nov,200
"Município (-0.78, -47.45)",-0.778899,-47.452,Dez,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Jan,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Fev,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Mar,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Abr,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Mai,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Jun,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Jul,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Ago,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Set,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Out,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Nov,200
"Município (-0.78, -47.18)",-0.780222,-47.181,Dez,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Jan,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Fev,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Mar,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Abr,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Mai,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Jun,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Jul,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Ago,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Set,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Out,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Nov,200
"Município (-0.8, -47.6)",-0.803391,-47.6014,Dez,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Jan,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Fev,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Mar,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Abr,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Mai,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Jun,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Jul,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Ago,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Set,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Out,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Nov,200
"Município (-0.8, -52.45)",-0.804911,-52.453,Dez,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Jan,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Fev,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Mar,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Abr,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Mai,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Jun,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Jul,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Ago,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Set,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Out,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Nov,200
"Município (-0.86, -47.92)",-0.857885,-47.918,Dez,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Jan,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Fev,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Mar,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Abr,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Mai,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Jun,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Jul,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Ago,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Set,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Out,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Nov,200
"Município (-0.86, -48.14)",-0.861194,-48.1386,Dez,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Jan,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Fev,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Mar,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Abr,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Mai,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Jun,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Jul,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Ago,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Set,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Out,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Nov,200
"Município (-0.9, -47.01)",-0.899604,-47.0134,Dez,200
"Município (-0.93, -47.39)",-0.93097,-47.3855,Jan,200
"Município (-0.93, -47.39)",-0.93097,-47.3855,Mar,200
"Município (-0.93, -47.39)",-0.93097,-47.3855,Jun,200
"Município (-0.93, -47.39)",-0.93097,-47.3855,Nov,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Jan,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Fev,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Mar,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Abr,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Mai,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Jun,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Jul,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Ago,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Set,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Out,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Nov,200
"Município (-0.94, -48.28)",-0.936423,-48.2803,Dez,200
"Município (-0.94, -52.42)",-0.938,-52.424,Jan,200
"Município (-0.94, -52.42)",-0.938,-52.424,Fev,200
"Município (-0.94, -52.42)",-0.938,-52.424,Mar,200
"Município (-0.94, -52.42)",-0.938,-52.424,Abr,200
"Município (-0.94, -52.42)",-0.938,-52.424,Mai,200
"Município (-0.94, -52.42)",-0.938,-52.424,Jun,200
"Município (-0.94, -52.42)",-0.938,-52.424,Jul,200
"Município (-0.94, -52.42)",-0.938,-52.424,Ago,200
"Município (-0.94, -52.42)",-0.938,-52.424,Set,200
"Município (-0.94, -52.42)",-0.938,-52.424,Out,200
"Município (-0.94, -52.42)",-0.938,-52.424,Nov,200
"Município (-0.94, -52.42)",-0.938,-52.424,Dez,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Jan,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Fev,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Mar,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Abr,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Mai,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Jul,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Ago,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Set,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Nov,200
"Município (-0.95, -47.13)",-0.945439,-47.1253,Dez,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Jan,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Fev,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Mar,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Abr,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Mai,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Jun,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Jul,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Ago,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Set,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Out,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Nov,200
"Município (-0.98, -62.93)",-0.983373,-62.9311,Dez,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Jan,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Fev,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Mar,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Abr,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Mai,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Jun,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Jul,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Ago,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Set,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Out,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Nov,200
"Município (-1.0, -49.94)",-0.996811,-49.9354,Dez,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Jan,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Fev,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Mar,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Abr,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Mai,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Jun,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Jul,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Ago,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Set,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Out,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Nov,200
"Município (-1.01, -48.95)",-1.01226,-48.9503,Dez,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Jan,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Fev,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Mar,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Abr,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Mai,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Jun,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Jul,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Ago,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Set,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Out,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Nov,200
"Município (-1.03, -47.9)",-1.02963,-47.9004,Dez,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Jan,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Fev,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Mar,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Abr,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Mai,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Jun,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Jul,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Ago,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Set,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Out,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Nov,200
"Município (-1.05, -46.61)",-1.05109,-46.6147,Dez,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Jan,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Fev,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Mar,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Abr,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Mai,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Jun,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Jul,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Ago,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Set,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Out,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Nov,200
"Município (-1.06, -46.78)",-1.06126,-46.7826,Dez,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Jan,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Fev,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Mar,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Abr,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Mai,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Jun,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Jul,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Ago,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Set,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Out,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Nov,200
"Município (-1.08, -46.9)",-1.07653,-46.9031,Dez,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Jan,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Fev,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Mar,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Abr,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Mai,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Jun,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Jul,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Ago,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Set,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Out,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Nov,200
"Município (-1.13, -47.63)",-1.12539,-47.626,Dez,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Jan,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Fev,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Mar,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Abr,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Mai,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Jun,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Jul,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Ago,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Set,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Out,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Nov,200
"Município (-1.15, -48.13)",-1.1522,-48.1314,Dez,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Jan,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Fev,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Mar,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Abr,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Mai,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Jun,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Jul,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Ago,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Set,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Out,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Nov,200
"Município (-1.17, -47.79)",-1.16963,-47.7917,Dez,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Jan,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Fev,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Mar,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Abr,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Mai,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Jun,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Jul,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Ago,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Set,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Out,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Nov,200
"Município (-1.19, -46.14)",-1.19124,-46.1399,Dez,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Jan,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Fev,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Mar,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Abr,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Mai,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Jun,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Jul,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Ago,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Set,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Out,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Nov,200
"Município (-1.19, -48.24)",-1.19219,-48.238,Dez,200
"Município (-1.19, -47.32)",-1.19382,-47.324,Jan,200
"Município (-1.19, -47.32)",-1.19382,-47.324,Fev,200
"Município (-1.19, -47.32)",-1.19382,-47.324,Mar,200
"Município (-1.19, -47.32)",-1.19382,-47.324,Abr,200
"Município (-1.19, -47.32)",-1.19382,-47.324,Mai,200
"Município (-1.19, -47.32)",-1.19382,-47.324,Jun,200
"Município (-1.19, -47.32)",-1.19382,-47.324,Jul,200
