Estado;Município;Unidade de Saúde;Endereço;Contato;CNES
Santa Catarina;Xanxerê;Hospital Regional São Paulo;R. Celestino do Nascimento, 373;(49) 3441.7777;2411393
São Paulo;Adamantina;Santa Casa de Misericórdia;Rua Joaquim Luiz Viana, 209 Vila Cicma;(18) 3502-2200;2077647
São Paulo;Águas de Lindóia;Hospital São Camilo Águas de Lindóia;Rua Santa Catarina, 158 - Centro;(19) 3824-1122;2077558
São Paulo;Altinópolis;Hospital de Misericódia Altinópolis;Rua Coronel Joaquim Alberto, 421 - Centro;(16) 3665-7200/9624;2716593
São Paulo;Americana;Hospital Municipal;Avenida da Saúde, 415 - Jd. N. Sra. Fátima;(19) 3471-6750;2058790
São Paulo;Amparo;Santa Casa Anna Cintra;Rua Ana Cintra, 332-Centro;(19) 3807-4477;2078848
São Paulo;Andradina;Santa Casa de Andradina;Avenida Guanabara, 730 - Centro;(18) 3702-1100;2082691
São Paulo;Angatuba;Hospital Angatuba;Praça Levi Lisboa, 1202 - Centro;(15)3255-1055/1122;2082748
São Paulo;Apiaí;Hospital Doutor Ademar de Barros;Rua Primeiro de Maio, 336 Centro;(15) 3552-1266;2082098
São Paulo;Araçatuba;Santa Casa de Araçatuba;Rua Floriano Peixoto, 896 - Vila Mendonça;(18) 3607-3000;2078775
São Paulo;Araraquara;Unidade de Retaguarda do Melhado;Rua Eitor Bim, nº 91, Vila Suconaza, Araraquara;(16) 3305-1500;4047184
São Paulo;Araras;Hospital São Luiz de Araras;Praça Dr. Narciso Gomes, 49 - Centro;(19) 3543-5400;2081253
São Paulo;Assis;UPA Ruy Silva;;(18) 3322-3553/3302-6069;7640307
São Paulo;Atibaia;Santa Casa de Atibaia;Rua Osmar Luchini, 670 Jardim Aeroporto;(11) 4411-0062;5366828
São Paulo;Auriflama;Santa Casa de Auriflama;Praça Dr. Miguel Vairo, 104 Centro;(17) 3482-1282;2081768
São Paulo;Avaré;Santa Casa de Misericórdia;Rua Alfredo Dainesi, 59-52 Centro;(14) 3711-9100;2083604
São Paulo;Bananal;Unidade Mista de Saúde Mons. Cid França Santos;Rua Paraíba, 1003 - Centro;(12) 3116-1288/1957;2087642
São Paulo;Bariri;Santa Casa de Misericórdia de Bariri;Avenida Bom Jesus 134-Centro;(14) 36626522;2791676
São Paulo;Barra Bonita;HOSPITAL E MATERNIDADE SÃO JOSÉ;RUA 14 DE DEZEMBRO,490-CENTRO;(14) 36417114;2082632
São Paulo;Barra do Turvo;Pronto Socorro de Barra do Turvo;Rua Vereador Firmino Pedroso dos Santos, 375 - Boa Esperança;(15) 3578-9420;7631103
São Paulo;Barretos;Santa Casa de Barretos;Avenida 23, 1208 - Centro;(17) 3321-2500;2092611
São Paulo;Batatais;UPA Batatais José Antônio da Silva Neto;Avenida Moacir Dias de Morais, 525 - Joaquim Marinheiro;(16) 3761-9474/9499;6997600
São Paulo;Bauru;Pronto Socorro Municipal Central (PSMC);Rua Rubens Arruda, Qd. 07, s/n;(14) 3104-1160/1166;4047303
São Paulo;Bauru;UPA Bela Vista;Rua Marçal de Arruda Campos, Quadra 4-45 - Vila Lemos;(14) 3102-1213/1212/1214/1234;6822576
São Paulo;Bebedouro;Hospital Municipal de Bebedouro;Avenida Raul Furquim, 2010-Jardim Julia;(17) 3344-8100;2082381
São Paulo;Bertioga;Hospital Municipal de Bertioga;Praça Vicente Molinari, s/n - Vila Itapanhau;(13) 3319-9900;2083272
São Paulo;Birigui;Pronto Socorro Municipal Dr. Alceu Lot;Rua Luiz Oba, 249 - Patrimônio Silvares;(18) 3638-8580;9200223
São Paulo;Bocaina;Santa casa de Misericórdia de Bocaina;Rua Cerqueira César, 239 Centro;(14) 3666-1190;2791730
São Paulo;Boracéia;Pronto Atendimento Municipal de Boracéia;Rua Antônio de Freitas Pereira, 300 Centro;(14)32959105;9276203
São Paulo;Botucatu;Hospital da Clínicas da Faculdade de Medicina de Botucatu;Avenida Prof. Mario Rubens Guimarães Montenegro, s/n - UNESP Botucatu;(14) 3811-6129;2748223
São Paulo;Bragança Paulista;Hospital Universitário S. Francisco na Providência de Deus;Avenida São Francisco de Assis, 218 - Cidade Universitária;(11) 2454-8681;2704900
São Paulo;Brotas;Hospital Santa Terezinha;Av. Rui Barbosa, 703 - Centro, Brotas - SP, CEP 17380-000;(14)3653-9100;2665883
São Paulo;Buri;Pronto Atendimento Municipal Ítalo Santucci;Rua Rui Barbosa, 158 - Centro;(15) 3546-1133;6539939
São Paulo;Buritama;Santa Casa de Misericórdia São Francisco;Rua Guilherme Guerbas, 353 - Centro;(18) 3691-9535;2079461
São Paulo;Caçapava;Hospital N. Sra. D'Ajuda (FUSAM);Rua Pereira de Matos, 63 - Centro;(12) 3654-8800;2024756
São Paulo;Caconde;Santa Casa de Misericórdia;Rua Padre de Angelis, 39;(19) 3662-1711;2080222
São Paulo;Cajati;Hospital Municipal Reynaldo Guerra;Avenida dos Trabalhadores, s/n - Jardim Central;(13) 3854-8500;2078805
São Paulo;Cajuru;CS II Centro de Saúde de Cajuru;Rua Capitão José F. Diniz, 473 - Centro;(16) 3667-9947;2022451
São Paulo;Campinas;Complexo Hospitalar Prefeito Edivaldo Orsi;Avenida Ruy Rodrigues, 3434 Jardim Yeda;(19) 3772-8347/8373;6053858
São Paulo;Campinas;Hospital das Clínicas da UNICAMP - CCI;Rua Vital Brazil, 251 - Barão Geraldo;(19) 3521-6700/7555;2079798
São Paulo;Campos do Jordão;Unidade Mista;Rua Harry Mauritz Lenin, s/n - Santa Cruz;(12) 3664-4424/5292;7947984
São Paulo;Cananéia;Santa Casa de Capão Bonito;Rua Luiz Wilson Barbosa, s/n - Retiro das Caravelas;(13) 3851-1419;2081822
São Paulo;Capão Bonito;Pronto Atendimento Municipal;Rua Dona Auta de Camargo Lírio, 51 - Centro;(15) 3542-1532;2079097
São Paulo;Capivari;Santa Casa de Misericórdia;Praça Dr. Mário Dias de Aguiar, 1- Centro;(19) 3491-9191;2748568
São Paulo;Caraguatatuba;UPA de Caraguatatuba;Avenida Maranhão, 451 - Jd. Primavera;(12) 3897-2100;7184689
São Paulo;Castilho;Hospital e Maternidade José Fortuna;Rua Nagib Muhana Zahi, 457 - Centro;(18) 3741-1580;2079216
São Paulo;Catanduva;Hosp. Padre Albino;Rua Belém, 519 - Centro;(17) 3311-3023/3000;2089327
São Paulo;Clementina;Associação Hospitalar de Clementina;Rua Francisco Vasquez, 01 - Centro;(18) 3658-1142;2080982
São Paulo;Colina;Hospital José Venâncio;Praça Lamounier de Andrade, 126 - Centro;(17) 3341-1125;2095912
São Paulo;Colômbia;Hospital Municipal Júlio Rodrigues de Paula;Rua Antonio Prado, 807 - Centro;(17) 3335-1116/8787;2090376
São Paulo;Conchas;Hospital Municipal de Conchas;Rua Alexandre José, 87 - Centro;(14) 3845-8400;2700204
São Paulo;Cotia;Hospital Regional de Cotia;Avenida Odair Pacheco Pedroso, 171 - Jardim Monte Santo;(11) 4148-2222/4527;2792141
São Paulo;Cravinhos;Pronto Socorro Municipal de Cravinhos;Avenida Dona Rita Candida Nogueira, 48 - Centro;(16) 3951-9020;6325688
São Paulo;Cruzeiro;Santa Casa de Misericórdia;Avenida Major Novaes, 715-Centro;(12) 3184-7000;2024691
São Paulo;Cubatão;Pronto Socorro Central;Avenida 9 de Abril, 2800 - Vila Santa Rosa;(13) 3361-8786;8002428
São Paulo;Cunha;Santa Casa N. S. da Conceição;Avenida Padre Rodolfo, 320- Alto do Cruzeiro;(12) 3111-2926/2833;2079518
São Paulo;Dois Córregos;Santa Casa de Misericórdia Dois Corrégos;Avenida Dr Joaquim Roberto Ferreira Roebbelen Pinto, 896-Centro;(14) 36521211 - 3652 9933;2791692
São Paulo;Dracena;Santa Casa de Dracena;Rua Virgílio Pagnozzi, 822 - Centro;(18) 3821-8466;2750988
São Paulo;Duartina;Hospital Santa Luzia de Duartina;Rua Dr. Gil Borges, 226 - Centro;(14) 3282-8230;2790637
São Paulo;Eldorado;Pronto Atendimento Eldorado;Praça Engenheiro Bauer, 56 - Centro;(13) 3871-1927;2093022
São Paulo;Embu das Artes;Pronto Socorro Municipal;Avenida Elias Yasbeck, 1415-Centro;(11) 4785-0151;2077078
São Paulo;Embu-Guaçu;Unidade Mista de Saúde de Embu-Guaçu;Rua Celestino Apa, 50 - Jardim Emília;(11) 4661-1884;2072033
São Paulo;Espírito Santo do Pinhal;Hospital Francisco Rosas;Rua Teixeira Rios, 210 - Centro;(19) 3651-7373;2751623
São Paulo;Euclides da Cunha Paulista;UBS Vereador Antônio Teixeira Batata;Rua Helena Kill Diniz, 1621 Centro;(18) 3283-1277;2751208
São Paulo;Fartura;Santa Casa de Fartura;Praça Dr. José Sebastião de Oliveira, 44 - Centro;(14) 3382-1100;2092638
São Paulo;Fernandópolis;Santa Casa de Fernandópolis;Avenida Afonso Cáfaro, 2630-Jd. Santista;(17) 3465-6122;2093324
São Paulo;Ferraz de Vasconcellos;Hospital Dr. Osíris Florindo Coelho;R. Princesa Isabel, 270-Vila Correa;(11) 4675.3444;2080079
São Paulo;Franca;Santa Casa de Franca;Praça D. Pedro II, 1826 - Centro;(16) 3711-4000;2705982
São Paulo;Francisco Morato;Hospital Estadual Prof. Carlos da Silva Lacaz - Criança;Rodovia Manoel Silvério Pinto, 125 - Belém Estação;(11) 4489-9444;3028399
São Paulo;Franco da Rocha;Hospital Estadual Dr. Albano da Franca Rocha Sobrinho;Avenida Coqueiros, s/n - Centro;(11) 3336-8200;6878687
São Paulo;General Salgado;Santa Casa de General Salgado;Rua Nadyr Garcia, 555 - Centro;(17) 3832-1198/1699;2081652
São Paulo;Guairá;Santa Casa de Guairá;Rua 24, 872 - Paranoá;(17) 3332-7000;2078414
São Paulo;Guapiara;Hospital Municipal Joaquim Raimundo Gomes;Rua 21 de Abril, 19 - Centro;(15) 3547-1270/99639-5296;2083264
São Paulo;Guaraçaí;Hospital e Maternidade de Guaraçaí;Rua Benedito Ben-Hur Louzada, 1210 - Centro;(18) 3705-1279;2081520
São Paulo;Guararapes;Santa Casa de Guararapes;Avenida Marechal Floriano, 1602 - Centro;(18) 3661-1794;2081814
São Paulo;Guaratinguetá;UPA III;R. Rangel Pestana, 195 Centro;(12) 2131-1900 - Ramal 2030;3840573
São Paulo;Guarujá;Hospital Santo Amaro;Rua Quinto Bertoldi, 40 - Vila Maia;(13) 3389-1515;2754843
São Paulo;Guarulhos;Hospital Municipal da Criança e do Adolescente de Guarulhos;Rua José Maurício, 191 - Centro, Guarulhos - SP, CEP 07011-060;(11) 2475-9688;2080427
São Paulo;Guarulhos;Hospital Municipal de Guarulhos;Avenida Tiradentes, 3392 - Bom Clima;(11) 2475-7449;2082861
São Paulo;Iacri;Pronto Atendimento Municipal;Rua Bandeirantes, 1341 - Centro;(14) 3489-1294;2082578
São Paulo;Ibitinga;Santa Casa de Caridade e Maternidade;Rua Domingos Robert, 1090 Centro;(16) 3352-7711;2082640
São Paulo;Iepê;Hospital Municipal de Iepê;Rua José Simões Filho, 81 - Residencial Oiti;(18) 3264-1441;2750538
São Paulo;Igaraçu do Tietê;UPA-Domingos Bergamasco;Rua Maria do Carmo Nicolette Ortega, 168;14 997103613;2962888
São Paulo;Igarapava;Santa Casa de Igarapava;Rua Cel. Francisco Martins, 769 - Centro;(16) 3172-1611;2079348
São Paulo;Iguape;Unidade Mista de Iguape;Rua dos Estudantes, 40 - Centro;(13) 3841-3366;2081857
São Paulo;Ilha Comprida;Pronto Atendimento Municipal Valdir M. Sampaio;Avenida São Paulo, s/n - Adriana;(13) 3842-1629;2041979
São Paulo;Ilha Solteira;Hospital Regional de Ilha Solteira;Alameda Bahia, 618- Centro;(18) 3743-1500;2078511
São Paulo;Ilhabela;Hospital Municipal Gov. Mario Covas Jr.;Rua Prof. Malaquias de Oliveira Freitas, 154- Barra Velha;(12) 3895-3520;2747871
São Paulo;Indaiatuba;Hospital Augusto de Oliveira Camargo;Avenida Francisco de Paula Leite, 399 - Santa Cruz;(19) 3801-8200 R. 8347;2784602
São Paulo;Iporanga;Pronto Atendimento;Rua 12 de Janeiro, 17 - Centro;(15) 3556-1584;2042339
São Paulo;Ipuã;Santa Casa de Ipuã;Rua Ferdinando Fratin, 335-Centro;(16) 3832-1222;2080451
São Paulo;Itaberá;Hospital Municipal;Rua Vinte e Três de Maio, 385-Centro;(15) 3562-1336/99766-0948;7603274
São Paulo;Itanhaém;UPA Itanhaém;Rua Jose Ernesto Bechelli, s/n - Jd. Sabaúna;(13) 3427-1111;7711077
São Paulo;Itapecerica Serra;Maternidade Municipal Zoraide Eva das Dores;Rua Carlos Eduardo D. Tautico, 77 - Centro;(11) 4668-6803;2086271
São Paulo;Itapetininga;Hospital Dr. Leo Orsi Bernardes;Rua Padre Albuquerque, 245-Centro;(15) 3275-7800;3139050
São Paulo;Itapeva;Santa Casa de Misericórdia;Rua Santos Dumont, 433 - Centro;(15) 3521-9500/99763-8307;2027186
São Paulo;Itapevi;Hospital Geral de Itapevi;Rua Jesuino Joaquim da Silva, s/n - Jd. Nova Itapevi;(11) 4143-8600;2078104
São Paulo;Itapira;Hospital Municipal de Itapira;Rua Reverendo Alfredo Guimarães, 111 - São Benedito;(19) 3913-9393;2081091
São Paulo;Itapirapuã Paulista;Unidade Básica de Saúde da Família Itapirapuã Paulista;Rua Carlina Camargo de Oliveira, 52 - Centro;(15)3548-1310;2047772
São Paulo;Itápolis;SANTA CASA DE MISERICÓRDIA DE ITÁPOLIS;Rua Virgilio Pagnozzi, 822 - Centro;(14) 36521211;2791692
São Paulo;Itapuí;Hospital São José Itapui;Avenida Paes de Barros, 326-Centro;(14) 3664-8040;2079224
São Paulo;Itararé;Santa Casa de Misericórdia;Rua São Pedro, 30 - Centro;(15) 3532-3783/99713-4686;2081555
São Paulo;Itariri;Unidade Mista Taminato Tion;Rua Benedito Calixto, 260 Centro;(13) 3418-8000;7433654
São Paulo;Itatiba;Santa Casa de Misericórdia de Itatiba;Avenida da Saudade, 43 - Centro;(11) 4594-8899;2023709
São Paulo;Itirapina;Hospital São José Itirapina;Avenida Nove, 709 - Vila Cianeli;(19) 3575-9200;2798239
São Paulo;Itu;Santa Casa de Itu;Rua Joaquim Berbardes Borges, 372 - Centro;(11) 4013-8000;2092298
São Paulo;Ituverava;Santa Casa de Misericórdia de Ituverava;Praça Monsenhor João Rulli, 729 - Centro;(16) 3839-1200;2751704
São Paulo;Jacareí;UPA III Dr. Telmo de Almeida Cruz;Avenida Engenheiro David Monteiro Lino, 577 - Centro;(12) 3959-2270;9211861
São Paulo;Jacupiranga;Pronto Atendimento;Rua Eunice Carneiro de Paula, 101 - Centro;(13) 3864-3440;2078309
São Paulo;Jales;Unidade de Pronto Atendimento de Jales;Rua Sebastião Martins, 2373-Jardim Samambaia;(17) 3632-8747;7126484
São Paulo;Jaú;Santa Casa de Jaú;Rua Riachuelo, 1073 - Centro;(14) 3622-4040;2791722
São Paulo;José Bonifácio;Santa Casa de Misericórdia;Rua XV de Novembro, s/n - Bela Vista;(17) 3265-9022;2080095
São Paulo;Jundiaí;Hospital São Vicente de Paulo;Rua São Vicente de Paulo, 223 Centro;(11) 4583-8155;2786435
São Paulo;Jundiaí;Hospital Universitário;Praça Rotatória, s/n - Jardim Messina;(11) 4527-5700;3012212
São Paulo;Junqueirópolis;Santa Casa de Junqueirópolis;Rua Porto Alegre, 1221- Centro;(18) 3841-9420;2751003
São Paulo;Juquiá;Hospital Santo Antonio;Praça Felipe Fernandes, 108 Centro;(13) 3844-1422;2093030
São Paulo;Juquitiba;Unidade Mista de Saúde de Juquitiba;Rua José Antonio Nunes, 90 - Centro;(11) 4681-4226;4048660
São Paulo;Lagoinha;Centro de Saúde III;R: Antonio da Cunha Bueno, 25, cep:12130-000;(12) 36471238 r 29;2561549
São Paulo;Laranjal Paulista;Santa Casa de Laranjal Paulista;Rua Governador Pedro de Toledo, 633 - Centro;(15) 3383-9191;2079976
São Paulo;Leme;Santa Casa de Leme;Rua Padre Julião, 1213 - Centro;(19) 3573-6500;2078074
São Paulo;Lençóis Paulista;UPA de Lençóis Paulista;Rua Sete de Setembro, 600 Centro;(14) 3264-8668;5625416
São Paulo;Limeira;Santa Casa de Misericórdia;Avenida Antonio Ometto, 675-Vila Claudia;(19) 3446-6100;2081458
São Paulo;Lins;Santa Casa de Lins;Rua Pedro de Toledo, 486 - Centro;(14) 3533-2500;2758245
São Paulo;Lorena;Pronto Socorro Municipal;Rua Dom Bosco, 562 - Centro;(12) 3159-3344;2087111
São Paulo;Macaubal;Santa Casa de Macaubal;RUA SETE DE SETEMBRO, Nº 1203 - CENTRO, 15270-000;(17)3874-1408;2081792
São Paulo;Mairiporã;Hospital e Maternidade de Mairiporã;Rua Ipiranga nº 280, Centro;(11) 4419-4422;2086336
São Paulo;Marília;Hospital de Clínicas I HCFAMEMA (Adultos);Rua Doutor Reinaldo Machado, 255 - Fragata;(14) 3402-1744;2025507
São Paulo;Marília;Hospital de Clínicas II HCFAMEMA Unidade Materno Infantil (Crianças);Avenida Carlos Gomes, s/n Centro;(14) 3402-1744;2025523
São Paulo;Martinópolis;Santa Casa de Misericórdia Padre João Schneider;Rua José Henrique de Mello, 236 - Centro;(18) 3275-1000;2751011
São Paulo;Matão;Hospital Carlos Fernando Malzoni;Rua Sinharinha Frota, 556 Centro;(16) 3383-2500;2090961
São Paulo;Mineiros do Tietê;Pronto Atendimento Municipal de Mineiros do Tietê;Rua Subdelegado Ferrinho, 535-Centro;(14) 3646-3800;4048725
São Paulo;Miracatu;Unidade Hospitalar de Miracatu;Avenida Dona Evarista de Castro Ferreira, 77 - Centro;(13) 3847-7010;2072653
São Paulo;Mirandópolis;Hospital Estadual de Mirandópolis Dr. Oswaldo Brandi Faria;Avenida Dr. Raul da Cunha Bueno, 585 - Centro;(18) 3701-1611;2083019
São Paulo;Mirante do Paranapanema;AME Mirante;Avenida Zil Brasil, 320 - Centro;(18) 3991-1292;2062852
São Paulo;Mococa;UPA 24 Horas Dr. Amadeu Vieira Guerra;Avenida da Saudade, 189;(19) 3656-9200;9389822
São Paulo;Mogi das Cruzes;Hospital das Clínicas Luzia de Pinho Melo;Rua Manoel de Oliveira, s/n - Mogilar;(11) 3583-2800;2080680
São Paulo;Mogi Guaçu;Santa Casa de Mogi Guaçu;Rua Chico de Paula, 608 - Centro;(19) 3818-5943;2096463
São Paulo;Mogi Mirim;Pronto Socorro da Santa Casa de Mogi Mirim;Rua Maestro azevedo, Centro;(19) 3814-3000;2088193
São Paulo;Mongaguá;Unidade de Pronto Atendimento de Agenor de Campos;Avenida Monteiro Lobato, 9400 - Agenor de Campos;(13) 3507-1110/3506-5044;9364226
São Paulo;Monte Alto;Pronto Socorro Dr. Adaucto Freire de Andrade Monte Alto;Rua Jeremias de Paula Eduardo, 2287 - Centro;(16) 3242-2100/8358;4048830
São Paulo;Monte Aprazível;Irmandade da Santa casa de Misericórdia de Monte Aprazível;RUA SÃO JOÃO, 729, CENTRO, 15150-000 Centro;(17)3275-9510;2082667
São Paulo;Monteiro Lobato;Centro de Saúde III de Monteiro Lobato Dr. João Auriccho;Rua Antônio Alves Magalhães, 20 - Centro 124;(12) 3979-1124;2038110
São Paulo;Morro Agudo;Hospital São Marcos;Rua Sebastião Antonio Muniz, 164 - Parque Dom Pedro;(16) 3851-3000;2745801
São Paulo;Nova Campina;Unidade de Saúde João Rodrigues de Proença;R. JOÃO NUNES DE OLIVEIRA, 525 - CENTRO - 18435-000;(15) 3535-1264;2063999
São Paulo;Nova Granada;Santa Casa de Nova Granada;Avenida Dr. Hilberto A. Ferreira, 1271 - Centro;(17) 3262-2843;2082659
São Paulo;Novo Horizonte;Irmandade Santa Casa de Misericórdia;Rua Vinte e Oito de Outubro, 1202 - Centro;(17) 3542 9292/1020;2088487
São Paulo;Olímpia;Unidade de Pronto Atendimento 24h Wilson Zangirolami;Avenida Valdemar Lopes Ferraz, 288 - Centro;(17) 3281-6044/3280-6305;7040792
São Paulo;Orindiúva;Santa Casa de Orindiúva;AV. FRANCISCO TOMÁS AQUINO, 170-250, ORINDIÚVA - SP, 15480-000;(17)3816-1297;2063018
São Paulo;Orlândia;Hospital Beneficente Santo Antonio de Orlândia;Avenida 3, 941 - Centro;(16) 3820-4200;2745798
São Paulo;Ourinhos;Santa Casa de Ourinhos;Rua D. Pedro I, 716 - Vila Moraes;(14) 3322-1133;4049020
São Paulo;Ouroeste;Hosp. Municipal João Veloso Ouro Oeste;Avenida Bandeirantes, 1026 Centro;(17) 3843-1312;2716291
São Paulo;Panorama;Santa Casa de Panorama;Rua Manoel Fernandes da Cunha, 512- Centro;(18) 3871-1583;2079283
São Paulo;Paraguaçu Paulista;Santa Casa de Paraguaçu Paulista;Rua Caramuru, 568 - Centro;(18) 3361-1133;2082519
São Paulo;Paraibuna;Pronto Socorro Municipal de Paraibuna;Praça Dr. João Cavalcante Albuquerque, 23 - Centro;(12) 3974-0003;4049039
São Paulo;Paranapanema;Hospital Municipal Leonardus Van Mellis;Rua Urias Domingues Leite, s/n - Centro;(14) 3713-9131;6603378
São Paulo;Pariquera-Açu;Hospital Regional Dr. Leopoldo Bevilacqua;Rua dos Expedicionários, 140 Centro;(13) 3856-9600;2077434
São Paulo;Patrocínio Paulista;Santa Casa de Patrocínio Paulista;Rua Cônego Peregrino, 1281 Centro;(16) 3145-1121;2078449
São Paulo;Paulínia;Hospital Municipal de Paulínia;R. Miguel Vicente Cury, 100-Nova Paulínia, Paulínia - SP, 13140-000;(19) 3874-5500;2081059
São Paulo;Pedregulho;Santa Casa de Misericórdia de Pedregulho;Rua Tenente Salviano, 125 Centro;(16) 3171-2149;2080478
São Paulo;Pedro de Toledo;Unidade Mista de Pedro de Toledo;Avenida Coronel Raimundo Vasconcelos, 365 - Centro;(13) 3419-7010;2081830
São Paulo;Penápolis;Santa Casa de Penápolis;Avenida Santa Casa, 566 - Centro;(18) 3652-2210;2078503
São Paulo;Pereira Barreto;Santa Casa de Misericórdia de Pereira Barreto;Rua Dermival Franceschi, 505-Vila Carvalho;(18) 3704-4255;2083027
São Paulo;Peruíbe;Unidade de Pronto Atendimento de Peruíbe;Avenida Prof. Terezinha Rodrigues Kalil, s/n - Parque Daville;(13) 3454-1589;7135173
São Paulo;Piedade;HOSPITAL Santa Casa Piedade;Rua Quintino Bocaiuva, nº 154, Centro;(15) 3244-8200;2078139
São Paulo;Pindamonhangaba;Pronto Socorro Municipal de Pindamonhangaba;Rua Major José dos Santos Moreira, 466 - Centro;(12) 3643-2644;9225137
São Paulo;Piracicaba;Nova UPA Vila Cristina Piracicaba;Rua Dona Anésia, s/n - Jaraguá;(19) 3434-2296;135062
São Paulo;Piracicaba;Santa Casa de Piracicaba;Avenida Independência, 953-Alto;(19) 3417-5000;2772310
São Paulo;Piraju;Hospital de Piraju;Rua 7 de Setembro, 818 - Centro;(14) 3305-9444;2081350
São Paulo;Pirajuí;Santa Casa de Pirajuí;Avenida Rui Barbosa Lima, 746-Centro;(14) 3572-1828;2080370
São Paulo;Pirapozinho;Pronto Atendimento Municipal de Pirapozinho;Rua Euclides da Cunha, 191 Centro;(18) 3269-2609;4049187
São Paulo;Pirassununga;Santa Casa de Pirassununga;Avenida Newton Prado, 1883 Centro;(19) 3565-8100;2785382
